MODEL;S_MODEL;hospital_id;X21_value_normalized;X22_value_normalized;hospital_discharge_normalized;diagnostic_tests_normalized;surgical_interventions_normalized;medical_consultations_normalized;grd;te_input;te_output;te_directional
DRG_VRS_2018;DRG;113100;0.68;0.7;0.5888;0.87;0.56;0.08;0.92;0.977;1.006;0.005
DRG_VRS_2018;DRG;113130;0.2;0.16;0.11;0.08;0.12;0;1.1;0.063;4.565;0.938
DRG_VRS_2018;DRG;113180;0.26;0.18;0.2262;0.27;0.23;0;0.78;0.056;2.301;0.944
DRG_VRS_2018;DRG;114101;0.98;0.96;0.8075;0.69;0.75;0.19;0.95;1;1;0
DRG_VRS_2018;DRG;114103;0.4;0.37;0.3075;0.49;0.24;0.02;0.75;0.027;1.625;0.469
DRG_VRS_2018;DRG;115100;0.56;0.58;0.4182;0.44;0.48;0.1;1.02;0.103;1.467;0.327
DRG_VRS_2018;DRG;115107;0.12;0.16;0.1248;0.12;0.14;0;0.78;0.083;3.859;0.917
DRG_VRS_2018;DRG;116100;0.23;0.31;0.2212;0.46;0.33;0;0.79;0.043;1.591;0.439
DRG_VRS_2018;DRG;116105;0.61;0.53;0.561;0.68;0.46;0;1.02;0.674;1.076;0.062
DRG_VRS_2018;DRG;116108;0.19;0.15;0.195;0.21;0.25;0;0.78;0.067;2.415;0.853
DRG_VRS_2018;DRG;117101;0.46;0.4;0.3306;0.36;0.45;0;0.87;0.025;1.623;0.455
DRG_VRS_2018;DRG;117102;0.11;0.08;0.0828;0.09;0.15;0.23;0.69;0.649;1.26;0.163
DRG_VRS_2018;DRG;118100;0.9;1.02;0.7521;0.83;0.62;0.75;1.09;1;1;0
DRG_VRS_2018;DRG;118105;0.1;0.04;0.0671;0.14;0.09;0.3;0.61;1;1;0
DRG_VRS_2018;DRG;119100;0.46;0.54;0.4085;0.44;0.39;0;0.95;0.022;1.513;0.383
DRG_VRS_2018;DRG;120101;0.01;0.01;0.473;0.58;0.45;0.08;0.86;1;1;0
DRG_VRS_2018;DRG;121109;0.66;0.92;0.6968;0.77;0.53;0.1;1.04;1;1;0
DRG_VRS_2018;DRG;122100;0.42;0.59;0.3906;0.46;0.36;0.04;0.93;0.024;1.532;0.406
DRG_VRS_2018;DRG;123100;0.39;0.35;0.2666;0.38;0.36;0;0.86;0.029;1.957;0.623
DRG_VRS_2018;DRG;124105;0.62;0.67;0.4278;0.4;0.42;0.97;0.93;1;1;0
DRG_VRS_2018;DRG;125100;0.29;0.21;0.1328;0.2;0.09;0;0.83;0.048;3.594;0.952
DRG_VRS_2018;DRG;126100;0.36;0.33;0.198;0.17;0.16;0;0.99;0.03;2.958;0.97
DRG_VRS_2018;DRG;129100;0.13;0.07;0.0748;0.08;0.09;0.08;0.68;0.143;3.077;0.737
DRG_VRS_2018;DRG;129106;0.13;0.09;0.0888;0.11;0.1;0.04;0.74;0.111;4.518;0.889
DRG_VRS_2018;DRG;133150;0.19;0.09;0.0924;0.11;0.13;0.03;0.84;0.111;3.855;0.889
DRG_CRS_2019;DRG;101100;0.3;0.26;0.2706;0.29;0.28;0.06;0.82;0.04;25;0.923
DRG_CRS_2019;DRG;102100;0.45;0.25;0.3034;0.25;0.4;1;0.82;0.444;2.25;0.385
DRG_CRS_2019;DRG;103100;0.56;0.59;0.3813;0.41;0.28;0;0.93;0.014;74.02;0.973
DRG_CRS_2019;DRG;103101;0.19;0.14;0.1224;0.15;0.09;0;0.72;0.013;77.267;0.974
DRG_CRS_2019;DRG;104100;0.26;0.22;0.1716;0.17;0.21;0;0.78;0.018;56.952;0.965
DRG_CRS_2019;DRG;105100;0.29;0.33;0.2375;0.24;0.34;0;0.95;0.025;39.235;0.95
DRG_CRS_2019;DRG;105101;0.31;0.34;0.2626;0.2;0.3;0;1.01;0.021;47.533;0.959
DRG_CRS_2019;DRG;105102;0.2;0.14;0.111;0.22;0.22;0;0.74;0.024;41.818;0.953
DRG_CRS_2019;DRG;106100;0.48;0.42;0.3838;0.31;0.31;0;1.01;0.016;63.033;0.969
DRG_CRS_2019;DRG;106102;0.1;0.07;0.0777;0.18;0.06;0;1.11;0.03;33.889;0.943
DRG_CRS_2019;DRG;106103;0.11;0.1;0.0852;0.13;0.07;0;0.71;0.019;51.615;0.962
DRG_CRS_2019;DRG;107100;0.53;0.65;0.476;0.41;0.35;0;1.19;0.018;56.118;0.965
DRG_CRS_2019;DRG;107101;0.17;0.16;0.1232;0.24;0.21;0;0.77;0.027;37.238;0.948
DRG_CRS_2019;DRG;107102;0.15;0.1;0.0836;0.1;0.12;0.02;0.76;0.027;37.5;0.948
DRG_CRS_2019;DRG;108100;0.15;0.11;0.168;0.15;0.23;0;0.84;0.033;30;0.935
DRG_CRS_2019;DRG;108101;0.12;0.1;0.1275;0.11;0.21;0;0.85;0.038;26.286;0.927
DRG_CRS_2019;DRG;109100;0.57;0.46;0.4536;0.95;0.98;0;0.84;0.037;26.755;0.928
DRG_CRS_2019;DRG;109101;0.27;0.18;0.1776;0.14;0.13;0;1.11;0.013;76.622;0.974
DRG_CRS_2019;DRG;110100;0.55;0.76;0.5232;1;0.5;0;1.09;0.03;33.55;0.942
DRG_CRS_2019;DRG;110120;0.38;0.4;0.2706;0.33;0.31;0.2;0.82;0.105;9.5;0.81
DRG_CRS_2019;DRG;110150;0.12;0.07;0.0704;0.12;0.1;0.01;0.64;0.018;55.2;0.964
DRG_CRS_2019;DRG;111100;0.61;0.78;0.4895;0.62;0.38;0.09;0.89;0.03;33.889;0.943
DRG_CRS_2019;DRG;111101;0.46;0.44;0.3196;0.52;0.26;0.07;0.94;0.03;32.857;0.941
DRG_CRS_2019;DRG;111195;0.38;0.31;0.1848;0.23;0.16;0.09;1.32;0.047;21.111;0.91
DRG_CRS_2019;DRG;112100;0.39;0.92;0.2806;0.51;0.42;0;1.22;0.023;42.714;0.954
DRG_CRS_2019;DRG;112101;0.21;0.16;0.2325;0.01;0.17;0;0.75;0.022;45.523;0.957
DRG_CRS_2019;DRG;112102;0.24;0.32;0.1988;0.2;0.14;0;1.42;0.016;60.845;0.968
DRG_CRS_2019;DRG;112103;0.11;0.27;0.1246;0.11;0.02;0;1.78;0.022;44.494;0.956
DRG_CRS_2019;DRG;112104;0.1;0.13;0.0672;0.05;0.05;0;1.68;0.013;75;0.974
DRG_CRS_2019;DRG;113100;0.65;0.77;0.627;0.93;0.59;0.1;0.95;0.031;32.5;0.94
DRG_CRS_2019;DRG;113130;0.21;0.16;0.1122;0.09;0.08;0.02;1.02;0.019;52.5;0.963
DRG_CRS_2019;DRG;113180;0.26;0.18;0.232;0.3;0.22;0;0.8;0.019;52.867;0.963
DRG_CRS_2019;DRG;114101;0.94;0.92;0.8064;0.72;0.79;0;0.96;0.018;54.734;0.964
DRG_CRS_2019;DRG;114103;0.38;0.33;0.2812;0.49;0.22;0.01;0.74;0.021;47.306;0.959
DRG_CRS_2019;DRG;115100;0.56;0.53;0.45;0.48;0.53;0.11;1;0.039;25.455;0.924
DRG_CRS_2019;DRG;115107;0.12;0.15;0.1215;0.14;0.14;0;0.81;0.025;39.429;0.951
DRG_CRS_2019;DRG;116100;0.23;0.31;0.2349;0.49;0.34;0.03;0.81;0.035;28.633;0.933
DRG_CRS_2019;DRG;116105;0.6;0.52;0.588;0.74;0.49;0;1.05;0.02;49.459;0.96
DRG_CRS_2019;DRG;116108;0.19;0.15;0.2054;0.25;0.23;0;0.79;0.026;38;0.949
DRG_CRS_2019;DRG;117101;0.45;0.39;0.3393;0.44;0.46;0.01;0.87;0.022;45;0.957
DRG_CRS_2019;DRG;117102;0.11;0.08;0.077;0.18;0.15;0.23;0.7;0.418;2.391;0.41
DRG_CRS_2019;DRG;118100;0.9;0.9;0.7659;0.92;0.57;0.91;1.11;0.202;4.945;0.664
DRG_CRS_2019;DRG;118105;0.1;0.04;0.062;0.15;0.09;0.27;0.62;0.54;1.852;0.299
DRG_CRS_2019;DRG;119100;0.45;0.51;0.4032;0.51;0.45;0;0.96;0.022;46;0.957
DRG_CRS_2019;DRG;120101;0.01;0;0.504;0.61;0.46;0.05;0.9;1;1;0
DRG_CRS_2019;DRG;121109;0.66;0.9;0.689;0.59;0.5;0.11;1.06;0.033;30;0.935
DRG_CRS_2019;DRG;122100;0.41;0.56;0.3936;0.47;0.36;0.06;0.96;0.029;34.167;0.943
DRG_CRS_2019;DRG;123100;0.38;0.32;0.2666;0.43;0.35;0;0.86;0.02;49.943;0.961
DRG_CRS_2019;DRG;124105;0.62;0.65;0.4512;0.45;0.44;0.82;0.96;0.265;3.78;0.582
DRG_CRS_2019;DRG;125100;0.29;0.19;0.1376;0.22;0.09;0;0.86;0.012;80.409;0.975
DRG_CRS_2019;DRG;126100;0.36;0.31;0.2134;0.19;0.17;0;0.97;0.012;85.023;0.977
DRG_CRS_2019;DRG;129100;0.13;0.06;0.0816;0.1;0.1;0.09;0.68;0.138;7.222;0.757
DRG_CRS_2019;DRG;129106;0.13;0.08;0.0836;0.11;0.09;0.06;0.76;0.092;10.833;0.831
DRG_CRS_2019;DRG;133150;0.19;0.09;0.0902;0.13;0.14;0.03;0.82;0.032;31.667;0.939
DRG_NIRS_2019;DRG;101100;0.3;0.26;0.2706;0.29;0.28;0.06;0.82;0.047;2.067;0.753
DRG_NIRS_2019;DRG;102100;0.45;0.25;0.3034;0.25;0.4;1;0.82;1;1;0
DRG_NIRS_2019;DRG;103100;0.56;0.59;0.3813;0.41;0.28;0;0.93;0.014;1.773;0.535
DRG_NIRS_2019;DRG;103101;0.19;0.14;0.1224;0.15;0.09;0;0.72;0.013;4.416;0.974
DRG_NIRS_2019;DRG;104100;0.26;0.22;0.1716;0.17;0.21;0;0.78;0.018;3.034;0.965
DRG_NIRS_2019;DRG;105100;0.29;0.33;0.2375;0.24;0.34;0;0.95;0.025;2.068;0.624
DRG_NIRS_2019;DRG;105101;0.31;0.34;0.2626;0.2;0.3;0;1.01;0.021;2.109;0.746
DRG_NIRS_2019;DRG;105102;0.2;0.14;0.111;0.22;0.22;0;0.74;0.024;2.81;0.953
DRG_NIRS_2019;DRG;106100;0.48;0.42;0.3838;0.31;0.31;0;1.01;0.016;1.673;0.495
DRG_NIRS_2019;DRG;106102;0.1;0.07;0.0777;0.18;0.06;0;1.11;0.03;3.676;0.943
DRG_NIRS_2019;DRG;106103;0.11;0.1;0.0852;0.13;0.07;0;0.71;0.019;5.186;0.962
DRG_NIRS_2019;DRG;107100;0.53;0.65;0.476;0.41;0.35;0;1.19;0.018;1.414;0.304
DRG_NIRS_2019;DRG;107101;0.17;0.16;0.1232;0.24;0.21;0;0.77;0.027;2.898;0.948
DRG_NIRS_2019;DRG;107102;0.15;0.1;0.0836;0.1;0.12;0.02;0.76;0.027;4.62;0.948
DRG_NIRS_2019;DRG;108100;0.15;0.11;0.168;0.15;0.23;0;0.84;0.033;2.541;0.935
DRG_NIRS_2019;DRG;108101;0.12;0.1;0.1275;0.11;0.21;0;0.85;0.038;2.677;0.927
DRG_NIRS_2019;DRG;109100;0.57;0.46;0.4536;0.95;0.98;0;0.84;1;1;0
DRG_NIRS_2019;DRG;109101;0.27;0.18;0.1776;0.14;0.13;0;1.11;0.013;3.171;0.974
DRG_NIRS_2019;DRG;110100;0.55;0.76;0.5232;1;0.5;0;1.09;1;1;0
DRG_NIRS_2019;DRG;110120;0.38;0.4;0.2706;0.33;0.31;0.2;0.82;0.197;1.876;0.549
DRG_NIRS_2019;DRG;110150;0.12;0.07;0.0704;0.12;0.1;0.01;0.64;0.018;5.352;0.964
DRG_NIRS_2019;DRG;111100;0.61;0.78;0.4895;0.62;0.38;0.09;0.89;0.079;1.358;0.264
DRG_NIRS_2019;DRG;111101;0.46;0.44;0.3196;0.52;0.26;0.07;0.94;0.04;1.646;0.439
DRG_NIRS_2019;DRG;111195;0.38;0.31;0.1848;0.23;0.16;0.09;1.32;0.069;3.16;0.843
DRG_NIRS_2019;DRG;112100;0.39;0.92;0.2806;0.51;0.42;0;1.22;0.023;1.677;0.45
DRG_NIRS_2019;DRG;112101;0.21;0.16;0.2325;0.01;0.17;0;0.75;0.022;2.394;0.957
DRG_NIRS_2019;DRG;112102;0.24;0.32;0.1988;0.2;0.14;0;1.42;0.016;2.911;0.968
DRG_NIRS_2019;DRG;112103;0.11;0.27;0.1246;0.11;0.02;0;1.78;0.022;4.306;0.956
DRG_NIRS_2019;DRG;112104;0.1;0.13;0.0672;0.05;0.05;0;1.68;0.013;7.935;0.974
DRG_NIRS_2019;DRG;113100;0.65;0.77;0.627;0.93;0.59;0.1;0.95;1;1;0
DRG_NIRS_2019;DRG;113130;0.21;0.16;0.1122;0.09;0.08;0.02;1.02;0.019;4.942;0.963
DRG_NIRS_2019;DRG;113180;0.26;0.18;0.232;0.3;0.22;0;0.8;0.019;2.308;0.963
DRG_NIRS_2019;DRG;114101;0.94;0.92;0.8064;0.72;0.79;0;0.96;1;1;0
DRG_NIRS_2019;DRG;114103;0.38;0.33;0.2812;0.49;0.22;0.01;0.74;0.021;1.707;0.483
DRG_NIRS_2019;DRG;115100;0.56;0.53;0.45;0.48;0.53;0.11;1;0.216;1.357;0.26
DRG_NIRS_2019;DRG;115107;0.12;0.15;0.1215;0.14;0.14;0;0.81;0.025;4.015;0.951
DRG_NIRS_2019;DRG;116100;0.23;0.31;0.2349;0.49;0.34;0.03;0.81;0.035;1.544;0.42
DRG_NIRS_2019;DRG;116105;0.6;0.52;0.588;0.74;0.49;0;1.05;0.648;1.087;0.07
DRG_NIRS_2019;DRG;116108;0.19;0.15;0.2054;0.25;0.23;0;0.79;0.026;2.515;0.949
DRG_NIRS_2019;DRG;117101;0.45;0.39;0.3393;0.44;0.46;0.01;0.87;0.022;1.62;0.45
DRG_NIRS_2019;DRG;117102;0.11;0.08;0.077;0.18;0.15;0.23;0.7;0.76;1.238;0.12
DRG_NIRS_2019;DRG;118100;0.9;0.9;0.7659;0.92;0.57;0.91;1.11;1;1;0
DRG_NIRS_2019;DRG;118105;0.1;0.04;0.062;0.15;0.09;0.27;0.62;1;1;0
DRG_NIRS_2019;DRG;119100;0.45;0.51;0.4032;0.51;0.45;0;0.96;0.022;1.468;0.365
DRG_NIRS_2019;DRG;120101;0.01;0;0.504;0.61;0.46;0.05;0.9;1;1;0
DRG_NIRS_2019;DRG;121109;0.66;0.9;0.689;0.59;0.5;0.11;1.06;0.89;1.034;0.026
DRG_NIRS_2019;DRG;122100;0.41;0.56;0.3936;0.47;0.36;0.06;0.96;0.034;1.557;0.436
DRG_NIRS_2019;DRG;123100;0.38;0.32;0.2666;0.43;0.35;0;0.86;0.02;1.889;0.616
DRG_NIRS_2019;DRG;124105;0.62;0.65;0.4512;0.45;0.44;0.82;0.96;0.788;1.105;0.073
DRG_NIRS_2019;DRG;125100;0.29;0.19;0.1376;0.22;0.09;0;0.86;0.012;3.411;0.975
DRG_NIRS_2019;DRG;126100;0.36;0.31;0.2134;0.19;0.17;0;0.97;0.012;2.839;0.977
DRG_NIRS_2019;DRG;129100;0.13;0.06;0.0816;0.1;0.1;0.09;0.68;0.203;3.326;0.621
DRG_NIRS_2019;DRG;129106;0.13;0.08;0.0836;0.11;0.09;0.06;0.76;0.108;4.826;0.75
DRG_NIRS_2019;DRG;133150;0.19;0.09;0.0902;0.13;0.14;0.03;0.82;0.032;3.826;0.93
DRG_VRS_2019;DRG;101100;0.3;0.26;0.2706;0.29;0.28;0.06;0.82;0.047;2.067;0.753
DRG_VRS_2019;DRG;102100;0.45;0.25;0.3034;0.25;0.4;1;0.82;1;1;0
DRG_VRS_2019;DRG;103100;0.56;0.59;0.3813;0.41;0.28;0;0.93;0.018;1.773;0.535
DRG_VRS_2019;DRG;103101;0.19;0.14;0.1224;0.15;0.09;0;0.72;0.053;4.416;0.947
DRG_VRS_2019;DRG;104100;0.26;0.22;0.1716;0.17;0.21;0;0.78;0.038;3.034;0.962
DRG_VRS_2019;DRG;105100;0.29;0.33;0.2375;0.24;0.34;0;0.95;0.034;2.068;0.624
DRG_VRS_2019;DRG;105101;0.31;0.34;0.2626;0.2;0.3;0;1.01;0.032;2.109;0.746
DRG_VRS_2019;DRG;105102;0.2;0.14;0.111;0.22;0.22;0;0.74;0.05;2.81;0.95
DRG_VRS_2019;DRG;106100;0.48;0.42;0.3838;0.31;0.31;0;1.01;0.021;1.673;0.495
DRG_VRS_2019;DRG;106102;0.1;0.07;0.0777;0.18;0.06;0;1.11;0.1;3.676;0.9
DRG_VRS_2019;DRG;106103;0.11;0.1;0.0852;0.13;0.07;0;0.71;0.091;5.186;0.909
DRG_VRS_2019;DRG;107100;0.53;0.65;0.476;0.41;0.35;0;1.19;0.019;1.414;0.304
DRG_VRS_2019;DRG;107101;0.17;0.16;0.1232;0.24;0.21;0;0.77;0.059;2.898;0.941
DRG_VRS_2019;DRG;107102;0.15;0.1;0.0836;0.1;0.12;0.02;0.76;0.067;4.62;0.933
DRG_VRS_2019;DRG;108100;0.15;0.11;0.168;0.15;0.23;0;0.84;0.067;2.541;0.933
DRG_VRS_2019;DRG;108101;0.12;0.1;0.1275;0.11;0.21;0;0.85;0.083;2.677;0.917
DRG_VRS_2019;DRG;109100;0.57;0.46;0.4536;0.95;0.98;0;0.84;1;1;0
DRG_VRS_2019;DRG;109101;0.27;0.18;0.1776;0.14;0.13;0;1.11;0.037;3.171;0.963
DRG_VRS_2019;DRG;110100;0.55;0.76;0.5232;1;0.5;0;1.09;1;1;0
DRG_VRS_2019;DRG;110120;0.38;0.4;0.2706;0.33;0.31;0.2;0.82;0.197;1.876;0.549
DRG_VRS_2019;DRG;110150;0.12;0.07;0.0704;0.12;0.1;0.01;0.64;0.083;5.352;0.917
DRG_VRS_2019;DRG;111100;0.61;0.78;0.4895;0.62;0.38;0.09;0.89;0.079;1.358;0.264
DRG_VRS_2019;DRG;111101;0.46;0.44;0.3196;0.52;0.26;0.07;0.94;0.04;1.646;0.439
DRG_VRS_2019;DRG;111195;0.38;0.31;0.1848;0.23;0.16;0.09;1.32;0.069;3.16;0.843
DRG_VRS_2019;DRG;112100;0.39;0.92;0.2806;0.51;0.42;0;1.22;0.026;1.677;0.45
DRG_VRS_2019;DRG;112101;0.21;0.16;0.2325;0.01;0.17;0;0.75;0.048;2.394;0.952
DRG_VRS_2019;DRG;112102;0.24;0.32;0.1988;0.2;0.14;0;1.42;0.042;2.911;0.958
DRG_VRS_2019;DRG;112103;0.11;0.27;0.1246;0.11;0.02;0;1.78;0.091;4.306;0.909
DRG_VRS_2019;DRG;112104;0.1;0.13;0.0672;0.05;0.05;0;1.68;0.1;7.935;0.9
DRG_VRS_2019;DRG;113100;0.65;0.77;0.627;0.93;0.59;0.1;0.95;1;1;0
DRG_VRS_2019;DRG;113130;0.21;0.16;0.1122;0.09;0.08;0.02;1.02;0.048;4.942;0.952
DRG_VRS_2019;DRG;113180;0.26;0.18;0.232;0.3;0.22;0;0.8;0.038;2.308;0.962
DRG_VRS_2019;DRG;114101;0.94;0.92;0.8064;0.72;0.79;0;0.96;1;1;0
DRG_VRS_2019;DRG;114103;0.38;0.33;0.2812;0.49;0.22;0.01;0.74;0.026;1.707;0.483
DRG_VRS_2019;DRG;115100;0.56;0.53;0.45;0.48;0.53;0.11;1;0.216;1.357;0.26
DRG_VRS_2019;DRG;115107;0.12;0.15;0.1215;0.14;0.14;0;0.81;0.083;4.015;0.917
DRG_VRS_2019;DRG;116100;0.23;0.31;0.2349;0.49;0.34;0.03;0.81;0.043;1.544;0.42
DRG_VRS_2019;DRG;116105;0.6;0.52;0.588;0.74;0.49;0;1.05;0.648;1.087;0.07
DRG_VRS_2019;DRG;116108;0.19;0.15;0.2054;0.25;0.23;0;0.79;0.053;2.515;0.947
DRG_VRS_2019;DRG;117101;0.45;0.39;0.3393;0.44;0.46;0.01;0.87;0.022;1.62;0.45
DRG_VRS_2019;DRG;117102;0.11;0.08;0.077;0.18;0.15;0.23;0.7;0.76;1.238;0.12
DRG_VRS_2019;DRG;118100;0.9;0.9;0.7659;0.92;0.57;0.91;1.11;1;1;0
DRG_VRS_2019;DRG;118105;0.1;0.04;0.062;0.15;0.09;0.27;0.62;1;1;0
DRG_VRS_2019;DRG;119100;0.45;0.51;0.4032;0.51;0.45;0;0.96;0.022;1.468;0.365
DRG_VRS_2019;DRG;120101;0.01;0;0.504;0.61;0.46;0.05;0.9;1;1;0
DRG_VRS_2019;DRG;121109;0.66;0.9;0.689;0.59;0.5;0.11;1.06;0.89;1.034;0.026
DRG_VRS_2019;DRG;122100;0.41;0.56;0.3936;0.47;0.36;0.06;0.96;0.034;1.557;0.436
DRG_VRS_2019;DRG;123100;0.38;0.32;0.2666;0.43;0.35;0;0.86;0.026;1.889;0.616
DRG_VRS_2019;DRG;124105;0.62;0.65;0.4512;0.45;0.44;0.82;0.96;0.788;1.105;0.073
DRG_VRS_2019;DRG;125100;0.29;0.19;0.1376;0.22;0.09;0;0.86;0.034;3.411;0.966
DRG_VRS_2019;DRG;126100;0.36;0.31;0.2134;0.19;0.17;0;0.97;0.028;2.839;0.972
DRG_VRS_2019;DRG;129100;0.13;0.06;0.0816;0.1;0.1;0.09;0.68;0.203;3.326;0.621
DRG_VRS_2019;DRG;129106;0.13;0.08;0.0836;0.11;0.09;0.06;0.76;0.108;4.826;0.75
DRG_VRS_2019;DRG;133150;0.19;0.09;0.0902;0.13;0.14;0.03;0.82;0.053;3.826;0.93
DRG_CRS_2020;DRG;101100;0.31;0.3;0.2548;0.26;0.16;0.05;0.98;0.033;30;0.935
DRG_CRS_2020;DRG;102100;0.44;0.29;0.2945;0.28;0.25;0.04;0.95;0.034;29;0.933
DRG_CRS_2020;DRG;103100;0.64;0.8;0.3828;0.44;0.23;0;1.16;0.015;66.207;0.97
DRG_CRS_2020;DRG;103101;0.24;0.17;0.1488;0.16;0.06;0;0.93;0.022;45.242;0.957
DRG_CRS_2020;DRG;104100;0.26;0.25;0.153;0.17;0.13;0;0.85;0.021;48.077;0.959
DRG_CRS_2020;DRG;105100;0.34;0.34;0.1976;0.25;0.14;0;1.04;0.016;60.714;0.968
DRG_CRS_2020;DRG;105101;0.36;0.34;0.2226;0.18;0.17;0;1.06;0.02;50;0.961
DRG_CRS_2020;DRG;105102;0.26;0.2;0.1012;0.2;0.11;0;0.92;0.022;45.455;0.957
DRG_CRS_2020;DRG;106100;0.49;0.42;0.276;0.26;0.16;0;1.15;0.017;60.261;0.967
DRG_CRS_2020;DRG;106102;0.1;0.1;0.0378;0.13;0.03;0;1.26;0.027;36.923;0.947
DRG_CRS_2020;DRG;106103;0.1;0.09;0.0539;0.09;0.03;0;0.77;0.021;48;0.959
DRG_CRS_2020;DRG;107100;0.56;0.76;0.4;0.34;0.24;0;1.25;0.018;55.44;0.965
DRG_CRS_2020;DRG;107101;0.18;0.22;0.108;0.21;0.11;0;0.9;0.024;40.909;0.952
DRG_CRS_2020;DRG;107102;0.15;0.12;0.0664;0.09;0.06;0.02;0.83;0.033;30;0.935
DRG_CRS_2020;DRG;108100;0.17;0.12;0.1302;0.16;0.13;0;0.93;0.043;23.077;0.917
DRG_CRS_2020;DRG;108101;0.13;0.11;0.091;0.09;0.12;0;0.91;0.044;22.917;0.916
DRG_CRS_2020;DRG;109100;0.58;0.65;0.4365;0.72;0.75;0;0.97;0.052;19.333;0.902
DRG_CRS_2020;DRG;109101;0.27;0.17;0.0798;0.11;0.07;0;1.33;0.016;60.714;0.968
DRG_CRS_2020;DRG;110100;0.57;0.76;0.4257;0.81;0.33;0;1.29;0.03;33.778;0.942
DRG_CRS_2020;DRG;110120;0.5;0.38;0.2958;0.29;0.25;0;1.02;0.026;38;0.949
DRG_CRS_2020;DRG;110150;0.13;0.09;0.0616;0.12;0.07;0.04;0.77;0.089;11.25;0.837
DRG_CRS_2020;DRG;111100;0.64;0.67;0.3434;0.44;0.22;0.1;1.01;0.031;32;0.939
DRG_CRS_2020;DRG;111101;0.55;0.49;0.3335;0.44;0.17;0.09;1.15;0.037;27.222;0.929
DRG_CRS_2020;DRG;111195;0.48;0.35;0.2505;0.29;0.16;0.08;1.67;0.046;21.875;0.913
DRG_CRS_2020;DRG;112100;0.43;0.99;0.2538;0.4;0.24;0;1.41;0.022;44.792;0.956
DRG_CRS_2020;DRG;112101;0.22;0.22;0.2349;0.01;0.1;0;0.87;0.027;37.088;0.947
DRG_CRS_2020;DRG;112102;0.26;0.32;0.1141;0.16;0.08;0;1.63;0.013;78;0.975
DRG_CRS_2020;DRG;112103;0.12;0.29;0.0231;0.1;0;0;2.31;0.017;57.6;0.966
DRG_CRS_2020;DRG;112104;0.1;0.13;0;0.05;0.03;0;1.97;0.012;83.333;0.976
DRG_CRS_2020;DRG;113100;0.69;0.81;0.6104;0.75;0.4;0.14;1.09;0.041;24.643;0.922
DRG_CRS_2020;DRG;113130;0.2;0.15;0.069;0.07;0.05;0.04;1.15;0.053;18.75;0.899
DRG_CRS_2020;DRG;113180;0.28;0.24;0.2134;0.31;0.14;0;0.97;0.027;37.161;0.948
DRG_CRS_2020;DRG;114101;1;1;0.7935;0.63;0.54;0;1.15;0.022;46.296;0.958
DRG_CRS_2020;DRG;114103;0.4;0.37;0.2619;0.43;0.15;0.04;0.97;0.024;41.302;0.953
DRG_CRS_2020;DRG;115100;0.58;0.53;0.4563;0.46;0.35;0.14;1.17;0.053;18.929;0.9
DRG_CRS_2020;DRG;115107;0.13;0.17;0.08;0.13;0.08;0;1;0.025;40.625;0.952
DRG_CRS_2020;DRG;116100;0.24;0.3;0.1932;0.35;0.2;0;0.92;0.033;30;0.935
DRG_CRS_2020;DRG;116105;0.61;0.57;0.529;0.61;0.39;0;1.15;0.027;36.538;0.947
DRG_CRS_2020;DRG;116108;0.2;0.17;0.162;0.21;0.14;0;0.9;0.033;30.357;0.936
DRG_CRS_2020;DRG;117101;0.49;0.4;0.3038;0.37;0.27;0.06;0.98;0.03;33.333;0.942
DRG_CRS_2020;DRG;117102;0.12;0.09;0.0632;0.11;0.07;0.05;0.79;0.111;9;0.8
DRG_CRS_2020;DRG;118100;0.93;0.89;0.598;0.75;0.36;0.23;1.3;0.052;19.348;0.902
DRG_CRS_2020;DRG;118105;0.11;0.05;0.042;0.11;0.03;0.14;0.7;0.56;1.786;0.282
DRG_CRS_2020;DRG;119100;0.49;0.5;0.3286;0.46;0.24;0;1.06;0.02;51.042;0.962
DRG_CRS_2020;DRG;120101;0.01;0.01;0.396;0.48;0.25;0.05;0.99;1;1;0
DRG_CRS_2020;DRG;121109;0.7;0.88;0.506;0.49;0.34;0.1;1.15;0.029;35;0.944
DRG_CRS_2020;DRG;122100;0.43;0.52;0.315;0.37;0.26;0.08;1.05;0.037;26.875;0.928
DRG_CRS_2020;DRG;123100;0.4;0.39;0.2522;0.4;0.29;0;0.97;0.03;33.621;0.942
DRG_CRS_2020;DRG;124105;0.67;0.69;0.424;0.43;0.29;0.1;1.06;0.03;33.5;0.942
DRG_CRS_2020;DRG;125100;0.29;0.2;0.1023;0.19;0.05;0;0.93;0.02;50.526;0.961
DRG_CRS_2020;DRG;126100;0.39;0.34;0.1521;0.16;0.09;0;1.17;0.011;88.521;0.978
DRG_CRS_2020;DRG;129100;0.17;0.1;0.0664;0.08;0.04;0.14;0.83;0.28;3.571;0.562
DRG_CRS_2020;DRG;129106;0.14;0.09;0.0528;0.09;0.04;0.05;0.88;0.111;9;0.8
DRG_CRS_2020;DRG;133150;0.18;0.09;0.0672;0.11;0.08;0.03;0.84;0.067;15;0.875
DRG_NIRS_2020;DRG;101100;0.31;0.3;0.2548;0.26;0.16;0.05;0.98;0.033;1.858;0.568
DRG_NIRS_2020;DRG;102100;0.44;0.29;0.2945;0.28;0.25;0.04;0.95;0.034;1.511;0.37
